 (1.078477621078491211e+00+0.000000000000000000e+00j), (9.291228652000427246e-01+0.000000000000000000e+00j), (9.270706176757812500e-01+0.000000000000000000e+00j), (1.007975101470947266e+00+0.000000000000000000e+00j), (1.321606516838073730e+00+0.000000000000000000e+00j), (1.000549077987670898e+00+0.000000000000000000e+00j), (7.601302862167358398e-01+0.000000000000000000e+00j), (9.685178995132446289e-01+0.000000000000000000e+00j), (9.513727426528930664e-01+0.000000000000000000e+00j), (1.270775914192199707e+00+0.000000000000000000e+00j)
 (9.698790907859802246e-01+0.000000000000000000e+00j), (1.020065665245056152e+00+0.000000000000000000e+00j), (1.308821320533752441e+00+0.000000000000000000e+00j), (1.130576491355895996e+00+0.000000000000000000e+00j), (8.972063064575195312e-01+0.000000000000000000e+00j), (1.096684813499450684e+00+0.000000000000000000e+00j), (1.061305403709411621e+00+0.000000000000000000e+00j), (1.126770973205566406e+00+0.000000000000000000e+00j), (1.063412785530090332e+00+0.000000000000000000e+00j), (1.318271398544311523e+00+0.000000000000000000e+00j)
 (1.343839883804321289e+00+0.000000000000000000e+00j), (8.934170603752136230e-01+0.000000000000000000e+00j), (1.154077887535095215e+00+0.000000000000000000e+00j), (7.348817586898803711e-01+0.000000000000000000e+00j), (1.247040510177612305e+00+0.000000000000000000e+00j), (1.359770417213439941e+00+0.000000000000000000e+00j), (1.251761674880981445e+00+0.000000000000000000e+00j), (1.015934467315673828e+00+0.000000000000000000e+00j), (1.179759860038757324e+00+0.000000000000000000e+00j), (1.235098242759704590e+00+0.000000000000000000e+00j)
 (1.076773762702941895e+00+0.000000000000000000e+00j), (1.207714438438415527e+00+0.000000000000000000e+00j), (1.065793037414550781e+00+0.000000000000000000e+00j), (9.742334485054016113e-01+0.000000000000000000e+00j), (8.467267155647277832e-01+0.000000000000000000e+00j), (1.151994228363037109e+00+0.000000000000000000e+00j), (1.019328594207763672e+00+0.000000000000000000e+00j), (8.181239962577819824e-01+0.000000000000000000e+00j), (1.027211189270019531e+00+0.000000000000000000e+00j), (9.454047083854675293e-01+0.000000000000000000e+00j)
 (1.074232220649719238e+00+0.000000000000000000e+00j), (8.748216629028320312e-01+0.000000000000000000e+00j), (1.255175590515136719e+00+0.000000000000000000e+00j), (1.024829983711242676e+00+0.000000000000000000e+00j), (1.522796630859375000e+00+0.000000000000000000e+00j), (5.881435275077819824e-01+0.000000000000000000e+00j), (1.121338963508605957e+00+0.000000000000000000e+00j), (8.704306483268737793e-01+0.000000000000000000e+00j), (1.000870466232299805e+00+0.000000000000000000e+00j), (1.222857832908630371e+00+0.000000000000000000e+00j)
 (9.158625602722167969e-01+0.000000000000000000e+00j), (8.690080046653747559e-01+0.000000000000000000e+00j), (1.369729995727539062e+00+0.000000000000000000e+00j), (1.400460243225097656e+00+0.000000000000000000e+00j), (1.213946461677551270e+00+0.000000000000000000e+00j), (3.916957378387451172e-01+0.000000000000000000e+00j), (8.037140369415283203e-01+0.000000000000000000e+00j), (6.808622479438781738e-01+0.000000000000000000e+00j), (7.922068834304809570e-01+0.000000000000000000e+00j), (9.975050091743469238e-01+0.000000000000000000e+00j)
 (1.401537060737609863e+00+0.000000000000000000e+00j), (1.305917143821716309e+00+0.000000000000000000e+00j), (5.643807053565979004e-01+0.000000000000000000e+00j), (7.345551848411560059e-01+0.000000000000000000e+00j), (8.212389945983886719e-01+0.000000000000000000e+00j), (9.388461112976074219e-01+0.000000000000000000e+00j), (1.043589591979980469e+00+0.000000000000000000e+00j), (1.175885200500488281e+00+0.000000000000000000e+00j), (7.458056211471557617e-01+0.000000000000000000e+00j), (1.141306161880493164e+00+0.000000000000000000e+00j)
 (7.099980115890502930e-01+0.000000000000000000e+00j), (1.142640471458435059e+00+0.000000000000000000e+00j), (7.712743878364562988e-01+0.000000000000000000e+00j), (6.375917792320251465e-01+0.000000000000000000e+00j), (9.827621579170227051e-01+0.000000000000000000e+00j), (1.042139410972595215e+00+0.000000000000000000e+00j), (1.048812031745910645e+00+0.000000000000000000e+00j), (1.027663350105285645e+00+0.000000000000000000e+00j), (1.102003693580627441e+00+0.000000000000000000e+00j), (9.484664201736450195e-01+0.000000000000000000e+00j)
 (1.029595255851745605e+00+0.000000000000000000e+00j), (9.248577952384948730e-01+0.000000000000000000e+00j), (8.226628303527832031e-01+0.000000000000000000e+00j), (8.054738044738769531e-01+0.000000000000000000e+00j), (9.710327982902526855e-01+0.000000000000000000e+00j), (1.211258769035339355e+00+0.000000000000000000e+00j), (8.408134579658508301e-01+0.000000000000000000e+00j), (9.957817196846008301e-01+0.000000000000000000e+00j), (9.950968027114868164e-01+0.000000000000000000e+00j), (1.174086093902587891e+00+0.000000000000000000e+00j)
 (1.170307755470275879e+00+0.000000000000000000e+00j), (8.782582283020019531e-01+0.000000000000000000e+00j), (1.034948587417602539e+00+0.000000000000000000e+00j), (9.799075126647949219e-01+0.000000000000000000e+00j), (1.130866408348083496e+00+0.000000000000000000e+00j), (1.282374143600463867e+00+0.000000000000000000e+00j), (7.096534371376037598e-01+0.000000000000000000e+00j), (6.225160956382751465e-01+0.000000000000000000e+00j), (8.790404200553894043e-01+0.000000000000000000e+00j), (9.383317232131958008e-01+0.000000000000000000e+00j)
 (1.288112640380859375e+00+0.000000000000000000e+00j), (1.136690139770507812e+00+0.000000000000000000e+00j), (1.129686236381530762e+00+0.000000000000000000e+00j), (1.218226075172424316e+00+0.000000000000000000e+00j), (8.577734827995300293e-01+0.000000000000000000e+00j), (9.754459261894226074e-01+0.000000000000000000e+00j), (1.124815464019775391e+00+0.000000000000000000e+00j), (8.369629979133605957e-01+0.000000000000000000e+00j), (1.043172240257263184e+00+0.000000000000000000e+00j), (4.516182243824005127e-01+0.000000000000000000e+00j)
 (9.804448485374450684e-01+0.000000000000000000e+00j), (9.965193271636962891e-01+0.000000000000000000e+00j), (8.658361434936523438e-01+0.000000000000000000e+00j), (9.645392894744873047e-01+0.000000000000000000e+00j), (1.380002975463867188e+00+0.000000000000000000e+00j), (1.248258590698242188e+00+0.000000000000000000e+00j), (9.511755704879760742e-01+0.000000000000000000e+00j), (1.261408090591430664e+00+0.000000000000000000e+00j), (8.405671119689941406e-01+0.000000000000000000e+00j), (7.972537279129028320e-01+0.000000000000000000e+00j)
 (1.164764404296875000e+00+0.000000000000000000e+00j), (1.062332034111022949e+00+0.000000000000000000e+00j), (9.842402338981628418e-01+0.000000000000000000e+00j), (4.957965314388275146e-01+0.000000000000000000e+00j), (1.308319091796875000e+00+0.000000000000000000e+00j), (7.330105900764465332e-01+0.000000000000000000e+00j), (1.245082855224609375e+00+0.000000000000000000e+00j), (1.015444159507751465e+00+0.000000000000000000e+00j), (9.570757150650024414e-01+0.000000000000000000e+00j), (1.057599544525146484e+00+0.000000000000000000e+00j)
 (7.291023731231689453e-01+0.000000000000000000e+00j), (9.136717319488525391e-01+0.000000000000000000e+00j), (1.008004426956176758e+00+0.000000000000000000e+00j), (1.130031466484069824e+00+0.000000000000000000e+00j), (1.253459572792053223e+00+0.000000000000000000e+00j), (1.005595922470092773e+00+0.000000000000000000e+00j), (7.100981473922729492e-01+0.000000000000000000e+00j), (1.308655261993408203e+00+0.000000000000000000e+00j), (1.131981730461120605e+00+0.000000000000000000e+00j), (9.607713818550109863e-01+0.000000000000000000e+00j)
 (8.822337388992309570e-01+0.000000000000000000e+00j), (9.134346246719360352e-01+0.000000000000000000e+00j), (1.198314309120178223e+00+0.000000000000000000e+00j), (9.980669617652893066e-01+0.000000000000000000e+00j), (1.079565405845642090e+00+0.000000000000000000e+00j), (9.543508291244506836e-01+0.000000000000000000e+00j), (8.893565535545349121e-01+0.000000000000000000e+00j), (9.387971162796020508e-01+0.000000000000000000e+00j), (1.185247898101806641e+00+0.000000000000000000e+00j), (8.879910707473754883e-01+0.000000000000000000e+00j)
 (9.501227736473083496e-01+0.000000000000000000e+00j), (1.094416856765747070e+00+0.000000000000000000e+00j), (1.286154627799987793e+00+0.000000000000000000e+00j), (8.929523825645446777e-01+0.000000000000000000e+00j), (8.603984713554382324e-01+0.000000000000000000e+00j), (8.283179402351379395e-01+0.000000000000000000e+00j), (1.320840239524841309e+00+0.000000000000000000e+00j), (1.122747421264648438e+00+0.000000000000000000e+00j), (1.142311096191406250e+00+0.000000000000000000e+00j), (8.386695981025695801e-01+0.000000000000000000e+00j)
 (1.182410597801208496e+00+0.000000000000000000e+00j), (1.107886910438537598e+00+0.000000000000000000e+00j), (7.906597256660461426e-01+0.000000000000000000e+00j), (1.051596283912658691e+00+0.000000000000000000e+00j), (1.401177763938903809e+00+0.000000000000000000e+00j), (8.787762522697448730e-01+0.000000000000000000e+00j), (9.954782724380493164e-01+0.000000000000000000e+00j), (1.228483796119689941e+00+0.000000000000000000e+00j), (9.496456980705261230e-01+0.000000000000000000e+00j), (8.977665305137634277e-01+0.000000000000000000e+00j)
 (9.245637655258178711e-01+0.000000000000000000e+00j), (9.001274704933166504e-01+0.000000000000000000e+00j), (1.259208679199218750e+00+0.000000000000000000e+00j), (6.590132713317871094e-01+0.000000000000000000e+00j), (1.331302046775817871e+00+0.000000000000000000e+00j), (6.553379297256469727e-01+0.000000000000000000e+00j), (5.870385766029357910e-01+0.000000000000000000e+00j), (9.159424304962158203e-01+0.000000000000000000e+00j), (1.055065393447875977e+00+0.000000000000000000e+00j), (8.955594301223754883e-01+0.000000000000000000e+00j)
 (9.070236086845397949e-01+0.000000000000000000e+00j), (8.989534974098205566e-01+0.000000000000000000e+00j), (9.911363124847412109e-01+0.000000000000000000e+00j), (1.013715147972106934e+00+0.000000000000000000e+00j), (1.320156455039978027e+00+0.000000000000000000e+00j), (1.233716011047363281e+00+0.000000000000000000e+00j), (9.313274621963500977e-01+0.000000000000000000e+00j), (9.218679666519165039e-01+0.000000000000000000e+00j), (9.022473692893981934e-01+0.000000000000000000e+00j), (1.196747779846191406e+00+0.000000000000000000e+00j)
 (1.083758473396301270e+00+0.000000000000000000e+00j), (1.282940149307250977e+00+0.000000000000000000e+00j), (8.948053717613220215e-01+0.000000000000000000e+00j), (8.984661698341369629e-01+0.000000000000000000e+00j), (1.329692721366882324e+00+0.000000000000000000e+00j), (5.976560115814208984e-01+0.000000000000000000e+00j), (9.141363501548767090e-01+0.000000000000000000e+00j), (8.107112050056457520e-01+0.000000000000000000e+00j), (9.899603724479675293e-01+0.000000000000000000e+00j), (8.462994694709777832e-01+0.000000000000000000e+00j)
 (8.714123964309692383e-01+0.000000000000000000e+00j), (7.863047719001770020e-01+0.000000000000000000e+00j), (9.412688016891479492e-01+0.000000000000000000e+00j), (1.244309067726135254e+00+0.000000000000000000e+00j), (5.695311427116394043e-01+0.000000000000000000e+00j), (9.137961268424987793e-01+0.000000000000000000e+00j), (1.100724577903747559e+00+0.000000000000000000e+00j), (9.333161711692810059e-01+0.000000000000000000e+00j), (1.236344218254089355e+00+0.000000000000000000e+00j), (1.116526484489440918e+00+0.000000000000000000e+00j)
 (9.580774903297424316e-01+0.000000000000000000e+00j), (9.231284856796264648e-01+0.000000000000000000e+00j), (9.534799456596374512e-01+0.000000000000000000e+00j), (1.323808550834655762e+00+0.000000000000000000e+00j), (7.069966197013854980e-01+0.000000000000000000e+00j), (1.053733468055725098e+00+0.000000000000000000e+00j), (1.151428222656250000e+00+0.000000000000000000e+00j), (9.800307750701904297e-01+0.000000000000000000e+00j), (9.927924275398254395e-01+0.000000000000000000e+00j), (1.263237595558166504e+00+0.000000000000000000e+00j)
 (9.487478733062744141e-01+0.000000000000000000e+00j), (1.067439079284667969e+00+0.000000000000000000e+00j), (1.062138915061950684e+00+0.000000000000000000e+00j), (9.650900363922119141e-01+0.000000000000000000e+00j), (1.099044919013977051e+00+0.000000000000000000e+00j), (5.525596737861633301e-01+0.000000000000000000e+00j), (7.515798807144165039e-01+0.000000000000000000e+00j), (9.525850415229797363e-01+0.000000000000000000e+00j), (9.618051648139953613e-01+0.000000000000000000e+00j), (8.405956029891967773e-01+0.000000000000000000e+00j)
 (1.054717898368835449e+00+0.000000000000000000e+00j), (9.997051358222961426e-01+0.000000000000000000e+00j), (1.105505347251892090e+00+0.000000000000000000e+00j), (1.285327315330505371e+00+0.000000000000000000e+00j), (7.672513127326965332e-01+0.000000000000000000e+00j), (1.036186337471008301e+00+0.000000000000000000e+00j), (7.451126575469970703e-01+0.000000000000000000e+00j), (8.836537599563598633e-01+0.000000000000000000e+00j), (9.995087981224060059e-01+0.000000000000000000e+00j), (9.704873561859130859e-01+0.000000000000000000e+00j)
 (1.328786015510559082e+00+0.000000000000000000e+00j), (8.603733777999877930e-01+0.000000000000000000e+00j), (1.055943608283996582e+00+0.000000000000000000e+00j), (7.263575196266174316e-01+0.000000000000000000e+00j), (9.071242809295654297e-01+0.000000000000000000e+00j), (1.196923613548278809e+00+0.000000000000000000e+00j), (1.053502202033996582e+00+0.000000000000000000e+00j), (9.156804084777832031e-01+0.000000000000000000e+00j), (1.288838386535644531e+00+0.000000000000000000e+00j), (8.813088536262512207e-01+0.000000000000000000e+00j)
 (1.046312689781188965e+00+0.000000000000000000e+00j), (1.216051697731018066e+00+0.000000000000000000e+00j), (9.835689067840576172e-01+0.000000000000000000e+00j), (7.072409987449645996e-01+0.000000000000000000e+00j), (1.033969521522521973e+00+0.000000000000000000e+00j), (1.046304702758789062e+00+0.000000000000000000e+00j), (8.594944477081298828e-01+0.000000000000000000e+00j), (1.174795866012573242e+00+0.000000000000000000e+00j), (1.043518900871276855e+00+0.000000000000000000e+00j), (1.013995051383972168e+00+0.000000000000000000e+00j)
 (1.008847594261169434e+00+0.000000000000000000e+00j), (7.604130506515502930e-01+0.000000000000000000e+00j), (9.539632201194763184e-01+0.000000000000000000e+00j), (1.119074702262878418e+00+0.000000000000000000e+00j), (8.115620017051696777e-01+0.000000000000000000e+00j), (9.312378764152526855e-01+0.000000000000000000e+00j), (8.940064311027526855e-01+0.000000000000000000e+00j), (1.140004992485046387e+00+0.000000000000000000e+00j), (9.304517507553100586e-01+0.000000000000000000e+00j), (1.382514357566833496e+00+0.000000000000000000e+00j)
 (1.044575333595275879e+00+0.000000000000000000e+00j), (1.057678222656250000e+00+0.000000000000000000e+00j), (1.075463771820068359e+00+0.000000000000000000e+00j), (7.057594060897827148e-01+0.000000000000000000e+00j), (1.368078351020812988e+00+0.000000000000000000e+00j), (1.055160880088806152e+00+0.000000000000000000e+00j), (6.765586733818054199e-01+0.000000000000000000e+00j), (9.013235569000244141e-01+0.000000000000000000e+00j), (6.755343675613403320e-01+0.000000000000000000e+00j), (1.015873432159423828e+00+0.000000000000000000e+00j)
 (1.079118490219116211e+00+0.000000000000000000e+00j), (9.066514968872070312e-01+0.000000000000000000e+00j), (1.159879207611083984e+00+0.000000000000000000e+00j), (1.123845934867858887e+00+0.000000000000000000e+00j), (1.269816637039184570e+00+0.000000000000000000e+00j), (1.212245345115661621e+00+0.000000000000000000e+00j), (8.739146590232849121e-01+0.000000000000000000e+00j), (9.957605600357055664e-01+0.000000000000000000e+00j), (8.456280827522277832e-01+0.000000000000000000e+00j), (1.046930313110351562e+00+0.000000000000000000e+00j)
 (1.100090622901916504e+00+0.000000000000000000e+00j), (7.259598374366760254e-01+0.000000000000000000e+00j), (1.073787093162536621e+00+0.000000000000000000e+00j), (1.038511633872985840e+00+0.000000000000000000e+00j), (1.101454138755798340e+00+0.000000000000000000e+00j), (1.020726203918457031e+00+0.000000000000000000e+00j), (1.252023339271545410e+00+0.000000000000000000e+00j), (1.144524812698364258e+00+0.000000000000000000e+00j), (6.986133456230163574e-01+0.000000000000000000e+00j), (1.067309498786926270e+00+0.000000000000000000e+00j)
 (1.032327651977539062e+00+0.000000000000000000e+00j), (9.867578148841857910e-01+0.000000000000000000e+00j), (9.483569860458374023e-01+0.000000000000000000e+00j), (9.710260033607482910e-01+0.000000000000000000e+00j), (9.116815328598022461e-01+0.000000000000000000e+00j), (1.058482289314270020e+00+0.000000000000000000e+00j), (9.042550921440124512e-01+0.000000000000000000e+00j), (1.194519996643066406e+00+0.000000000000000000e+00j), (8.512836694717407227e-01+0.000000000000000000e+00j), (1.044886589050292969e+00+0.000000000000000000e+00j)
 (9.323083162307739258e-01+0.000000000000000000e+00j), (1.052772879600524902e+00+0.000000000000000000e+00j), (1.152218341827392578e+00+0.000000000000000000e+00j), (9.317367672920227051e-01+0.000000000000000000e+00j), (9.671377539634704590e-01+0.000000000000000000e+00j), (1.354736566543579102e+00+0.000000000000000000e+00j), (1.324028134346008301e+00+0.000000000000000000e+00j), (7.766325473785400391e-01+0.000000000000000000e+00j), (1.182191491127014160e+00+0.000000000000000000e+00j), (1.211840391159057617e+00+0.000000000000000000e+00j)
 (9.729282855987548828e-01+0.000000000000000000e+00j), (8.641527891159057617e-01+0.000000000000000000e+00j), (1.187970519065856934e+00+0.000000000000000000e+00j), (4.903090298175811768e-01+0.000000000000000000e+00j), (8.045189380645751953e-01+0.000000000000000000e+00j), (8.612923026084899902e-01+0.000000000000000000e+00j), (1.112006306648254395e+00+0.000000000000000000e+00j), (1.166273355484008789e+00+0.000000000000000000e+00j), (1.008518695831298828e+00+0.000000000000000000e+00j), (6.713141798973083496e-01+0.000000000000000000e+00j)
 (9.317073822021484375e-01+0.000000000000000000e+00j), (1.047241926193237305e+00+0.000000000000000000e+00j), (7.205836176872253418e-01+0.000000000000000000e+00j), (9.825868606567382812e-01+0.000000000000000000e+00j), (1.156395077705383301e+00+0.000000000000000000e+00j), (1.092312097549438477e+00+0.000000000000000000e+00j), (1.231735348701477051e+00+0.000000000000000000e+00j), (6.032006740570068359e-01+0.000000000000000000e+00j), (9.859340190887451172e-01+0.000000000000000000e+00j), (8.542602658271789551e-01+0.000000000000000000e+00j)
 (1.042104363441467285e+00+0.000000000000000000e+00j), (1.137208700180053711e+00+0.000000000000000000e+00j), (9.656832814216613770e-01+0.000000000000000000e+00j), (8.686681389808654785e-01+0.000000000000000000e+00j), (8.885933756828308105e-01+0.000000000000000000e+00j), (9.825458526611328125e-01+0.000000000000000000e+00j), (1.157511234283447266e+00+0.000000000000000000e+00j), (1.288077235221862793e+00+0.000000000000000000e+00j), (1.090211391448974609e+00+0.000000000000000000e+00j), (9.989920854568481445e-01+0.000000000000000000e+00j)
 (9.090213179588317871e-01+0.000000000000000000e+00j), (1.027888178825378418e+00+0.000000000000000000e+00j), (9.963052868843078613e-01+0.000000000000000000e+00j), (1.173779726028442383e+00+0.000000000000000000e+00j), (1.123971700668334961e+00+0.000000000000000000e+00j), (9.639583826065063477e-01+0.000000000000000000e+00j), (1.021242856979370117e+00+0.000000000000000000e+00j), (9.189220666885375977e-01+0.000000000000000000e+00j), (1.201208591461181641e+00+0.000000000000000000e+00j), (1.020540595054626465e+00+0.000000000000000000e+00j)
 (1.375969409942626953e+00+0.000000000000000000e+00j), (8.626911044120788574e-01+0.000000000000000000e+00j), (8.539369106292724609e-01+0.000000000000000000e+00j), (1.101592063903808594e+00+0.000000000000000000e+00j), (1.333678603172302246e+00+0.000000000000000000e+00j), (8.173164725303649902e-01+0.000000000000000000e+00j), (8.648230433464050293e-01+0.000000000000000000e+00j), (9.462122917175292969e-01+0.000000000000000000e+00j), (1.229303002357482910e+00+0.000000000000000000e+00j), (9.214515089988708496e-01+0.000000000000000000e+00j)
 (1.095641016960144043e+00+0.000000000000000000e+00j), (1.065146446228027344e+00+0.000000000000000000e+00j), (1.266214132308959961e+00+0.000000000000000000e+00j), (8.428518176078796387e-01+0.000000000000000000e+00j), (1.137597084045410156e+00+0.000000000000000000e+00j), (8.830717802047729492e-01+0.000000000000000000e+00j), (7.018811702728271484e-01+0.000000000000000000e+00j), (1.449009299278259277e+00+0.000000000000000000e+00j), (9.504073858261108398e-01+0.000000000000000000e+00j), (1.116347551345825195e+00+0.000000000000000000e+00j)
 (1.012264490127563477e+00+0.000000000000000000e+00j), (7.915753126144409180e-01+0.000000000000000000e+00j), (7.045804262161254883e-01+0.000000000000000000e+00j), (1.020109534263610840e+00+0.000000000000000000e+00j), (1.439442753791809082e+00+0.000000000000000000e+00j), (1.096187591552734375e+00+0.000000000000000000e+00j), (1.209052205085754395e+00+0.000000000000000000e+00j), (1.064483761787414551e+00+0.000000000000000000e+00j), (1.126278758049011230e+00+0.000000000000000000e+00j), (9.163771867752075195e-01+0.000000000000000000e+00j)
 (8.022497296333312988e-01+0.000000000000000000e+00j), (8.476956486701965332e-01+0.000000000000000000e+00j), (9.947500824928283691e-01+0.000000000000000000e+00j), (9.970572590827941895e-01+0.000000000000000000e+00j), (1.501686811447143555e+00+0.000000000000000000e+00j), (9.054740071296691895e-01+0.000000000000000000e+00j), (1.143437623977661133e+00+0.000000000000000000e+00j), (9.304675459861755371e-01+0.000000000000000000e+00j), (6.075055599212646484e-01+0.000000000000000000e+00j), (5.711018443107604980e-01+0.000000000000000000e+00j)
 (8.089411854743957520e-01+0.000000000000000000e+00j), (1.178697705268859863e+00+0.000000000000000000e+00j), (1.096150875091552734e+00+0.000000000000000000e+00j), (1.099731087684631348e+00+0.000000000000000000e+00j), (1.113443255424499512e+00+0.000000000000000000e+00j), (1.036319255828857422e+00+0.000000000000000000e+00j), (8.226692080497741699e-01+0.000000000000000000e+00j), (1.238317131996154785e+00+0.000000000000000000e+00j), (9.530736207962036133e-01+0.000000000000000000e+00j), (7.421289682388305664e-01+0.000000000000000000e+00j)
 (9.281865954399108887e-01+0.000000000000000000e+00j), (7.165241241455078125e-01+0.000000000000000000e+00j), (8.691128492355346680e-01+0.000000000000000000e+00j), (1.101537585258483887e+00+0.000000000000000000e+00j), (1.203888773918151855e+00+0.000000000000000000e+00j), (8.374828100204467773e-01+0.000000000000000000e+00j), (8.694289326667785645e-01+0.000000000000000000e+00j), (7.651188373565673828e-01+0.000000000000000000e+00j), (1.227219104766845703e+00+0.000000000000000000e+00j), (1.282603263854980469e+00+0.000000000000000000e+00j)
 (9.172202348709106445e-01+0.000000000000000000e+00j), (1.043401122093200684e+00+0.000000000000000000e+00j), (6.254559755325317383e-01+0.000000000000000000e+00j), (1.390600919723510742e+00+0.000000000000000000e+00j), (1.042537927627563477e+00+0.000000000000000000e+00j), (9.393935799598693848e-01+0.000000000000000000e+00j), (8.630535006523132324e-01+0.000000000000000000e+00j), (7.392976880073547363e-01+0.000000000000000000e+00j), (1.104352593421936035e+00+0.000000000000000000e+00j), (7.057296037673950195e-01+0.000000000000000000e+00j)
